component_identifier,component_type,component_index,primary_fidelity,prediction_agreement_count,prediction_disagreement_count,ground_truth_accuracy_change,cross_entropy_change,mean_kl_divergence,mean_jensen_shannon_divergence,maximum_absolute_logit_change,total_delta_fourier_power,addition_manifold_delta_power,addition_manifold_delta_fraction,correct_shift_rank,correct_shift_selectivity,dominant_canonical_frequency_pair,activation_diagonal_power_fraction,activation_near_constant,retained_at_threshold_0_99,retained_at_threshold_0_975,retained_at_threshold_0_95,retained_at_threshold_0_9,retained_at_threshold_0_85,retained_at_threshold_0_8
N204,mlp_neuron,208,1.0,12769,0,0.0,9.15005334259139e-05,6.160135769193309e-05,1.829755130561653e-05,4.767913818359375,1012057.0809965906,36912.63015386355,0.03647287376075175,1,96.38231928302869,3,0.1146687228140741,False,True,True,True,True,True,True
N205,mlp_neuron,209,1.0,12769,0,0.0,-3.3138104438396564e-06,2.1728965422506387e-06,5.411323270274362e-07,1.8728561401367188,32992.53529920497,660.0374480161058,0.02000566012979339,1,50.69303992277888,48,0.09522324566798983,False,False,False,False,False,False,False
N206,mlp_neuron,210,1.0,12769,0,0.0,4.999043443819763e-05,3.1664041861854336e-05,8.4607908039159e-06,5.758083343505859,376656.2643075832,8483.851513765956,0.022524121640090166,1,73.23400812812787,3,0.08585125172322985,False,False,False,False,False,False,False
N207,mlp_neuron,211,1.0,12769,0,0.0,0.00017258711755697574,0.0001269804728058908,3.738452587747251e-05,6.580900192260742,1275333.6630167183,38739.34621851628,0.030375851702119185,1,73.17488524798053,48,0.11855047405701125,False,True,True,True,True,True,True
N208,mlp_neuron,212,1.0,12769,0,0.0,3.672530677229597e-05,5.4513931410857075e-06,1.3974475413838615e-06,1.6500129699707031,54805.76333454272,1012.0326756692685,0.018465807500785403,1,57.73967140901361,3,0.08331316169208258,False,False,False,False,False,False,False
N209,mlp_neuron,213,1.0,12769,0,0.0,1.787693160089734e-05,1.7748289190267937e-06,4.458163652860693e-07,1.8608589172363281,27820.613397059176,282.7514735806854,0.010163380280126179,1,36.95041123135067,3,0.06277488790513616,False,False,False,False,False,False,False
N210,mlp_neuron,214,1.0,12769,0,0.0,1.705257048591549e-05,2.932752555711613e-05,7.761380890812833e-06,2.5727882385253906,177627.3352161913,5256.667206266112,0.029593796472081227,1,89.24467832696267,17,0.10533355724669934,False,False,False,False,False,False,False
N211,mlp_neuron,215,1.0,12769,0,0.0,2.5668104880996424e-05,2.2091195163469484e-05,5.833572300250471e-06,4.280300140380859,210641.95783928956,5314.867091670384,0.025231758886923143,1,61.31912020441571,48,0.1086181782442746,False,True,False,False,False,False,False
N212,mlp_neuron,216,1.0,12769,0,0.0,-9.559160897565583e-06,7.358081882654009e-07,1.823679817212979e-07,0.5805625915527344,2248.6670286009594,2.134691363819187,0.0009493141210627862,1,9.827202245466895,17,0.019488833166736195,False,True,False,False,False,False,False
N213,mlp_neuron,217,1.0,12769,0,0.0,0.00020518163627284325,0.00014808464164152644,3.863871211038648e-05,4.504796981811523,639028.2589728213,21644.46738664095,0.03387090802749854,1,78.22013200869863,1,0.11920934900813415,False,False,False,False,False,False,False
N214,mlp_neuron,218,1.0,12769,0,0.0,0.00018431720998197932,7.863894365574526e-05,2.1931610293953995e-05,4.958965301513672,751566.4645313658,26110.1481528822,0.03474097020702355,1,94.24575633515256,3,0.11279768507818662,False,False,False,False,False,False,False
N215,mlp_neuron,219,1.0,12769,0,0.0,3.645984434855632e-05,0.00012855217903929761,3.5943798811024487e-05,8.576805114746094,2464808.203373247,77507.25030157609,0.03144555028480613,1,80.3730300782727,56,0.11428219944150261,False,False,False,False,False,False,False
N216,mlp_neuron,220,1.0,12769,0,0.0,2.2590103817617764e-05,3.2400491314421287e-06,8.488403850431993e-07,0.8928298950195312,5376.748786893175,13.50185662320244,0.0025111563062264926,1,17.087313037005323,5,0.02714430539363149,False,True,False,False,False,False,False
N217,mlp_neuron,221,1.0,12769,0,0.0,-1.783745704830755e-05,3.86742106824352e-06,9.51109892395547e-07,1.2709636688232422,23627.92323414248,199.94463500331483,0.008462217903027284,1,33.245117688552114,1,0.05684163958048996,False,False,False,False,False,False,False
N218,mlp_neuron,222,0.9996867413266505,12765,4,-0.00031325867334952573,0.0007180689488597519,0.0006502077580966287,0.000188194386819637,10.500907897949219,3175065.004346446,114325.88705744832,0.03600741619492641,1,89.60094148167545,17,0.11727595897796164,False,True,True,True,True,True,True
N219,mlp_neuron,223,1.0,12769,0,0.0,-1.4625553999627521e-05,1.1749139620950189e-06,2.9785341873203117e-07,0.7546114921569824,3175.7769021083795,10.624642091221782,0.003345525337175966,1,22.823588600705563,5,0.028776349998138922,False,False,False,False,False,False,False
N220,mlp_neuron,224,1.0,12769,0,0.0,-2.351696088376872e-06,3.3390759611588554e-06,8.404171351945999e-07,2.4303359985351562,36163.919428865156,527.2414737349347,0.014579212708733764,1,49.94421439476196,48,0.07092908941784686,False,False,False,False,False,False,False
N221,mlp_neuron,225,0.9998433706633253,12767,2,-0.00015662933667470735,0.00017543373113976571,0.00012170732573353481,3.2057886390766106e-05,5.177707672119141,690561.8821059444,21882.895098467692,0.0316885360537616,1,93.32943805413247,17,0.11005420461256638,False,False,False,False,False,False,False
N222,mlp_neuron,226,1.0,12769,0,0.0,9.587556281854268e-06,4.6072928526581866e-07,1.1577695523925707e-07,0.6761302947998047,2143.3080178034124,1.6819989467513694,0.0007847677201689286,1,9.523467484518156,1,0.016162044969160027,False,False,False,False,False,False,False
N223,mlp_neuron,227,1.0,12769,0,0.0,5.457970522127972e-05,8.252099816575153e-05,2.3003824335634722e-05,6.699897766113281,1496132.338511461,46429.76784519653,0.03103319582771044,1,93.42829339513406,17,0.10588295030004131,False,False,False,False,False,False,False
N224,mlp_neuron,228,1.0,12769,0,0.0,6.0401691737946945e-05,6.877045393115072e-05,1.923271985724844e-05,5.0463104248046875,701773.3275267445,26195.89978563264,0.03732814964335378,1,96.52831604951717,17,0.11782512674043,False,False,False,False,False,False,False
N225,mlp_neuron,229,1.0,12769,0,0.0,-6.393192980960576e-06,2.220301083748908e-06,5.615010795772012e-07,1.1987800598144531,19136.934358848004,122.18046033648156,0.006384536731192327,1,27.631077019621866,3,0.050404085563686155,False,False,False,False,False,False,False
N226,mlp_neuron,230,1.0,12769,0,0.0,7.594935799288172e-05,2.1099528412156224e-05,5.391004082652126e-06,3.9374465942382812,366119.0216600901,9252.003164270169,0.02527047931658644,1,65.7207500622328,56,0.10375989679627932,False,False,False,False,False,False,False
N227,mlp_neuron,231,1.0,12769,0,0.0,5.554852236844417e-05,3.3821262236652073e-06,8.401312594163146e-07,1.2905044555664062,12275.732990020957,77.55611875408951,0.006317840149923064,1,25.503752355185622,1,0.04893985732818927,False,False,False,False,False,False,False
N228,mlp_neuron,232,0.9999216853316626,12768,1,7.831466833740919e-05,-3.5861584444150073e-06,2.1679681737012122e-05,5.5022131647094455e-06,4.515277862548828,380968.74124883354,11490.64909186694,0.030161658550252837,1,72.7418762829765,56,0.11550965045561139,False,False,False,False,False,False,False
N229,mlp_neuron,233,0.9999216853316626,12768,1,7.831466833740919e-05,-5.608815048435993e-05,1.712434441110244e-05,4.350788060575756e-06,2.3041458129882812,68338.71235931628,1368.030972074743,0.02001838964834177,1,66.4018526174717,3,0.0822431545731111,False,False,False,False,False,False,False
N230,mlp_neuron,234,1.0,12769,0,0.0,9.83582173003355e-07,3.7313508484187917e-06,9.284416079284416e-07,2.303516387939453,48587.17822479809,68.0071519353151,0.0013996933845523338,1,12.009713582131113,56,0.021938839374656814,False,False,False,False,False,False,False
N231,mlp_neuron,235,1.0,12769,0,0.0,1.815408377209282e-05,6.489317835395846e-07,1.6435449426148093e-07,0.94525146484375,8508.914621800493,15.299975360245757,0.0017981112797919071,1,15.181871684617228,17,0.023089717120693375,False,True,True,True,True,True,False
N232,mlp_neuron,236,1.0,12769,0,0.0,5.176151264623427e-05,9.221602629297916e-06,2.305520182177686e-06,3.3752212524414062,81956.6598991296,421.2033368105262,0.005139342395467723,1,19.76965284761004,17,0.05054200637956136,False,True,False,False,False,False,False
N233,mlp_neuron,237,1.0,12769,0,0.0,7.482894128447342e-06,3.984513758229655e-05,1.0138960831417429e-05,3.891132354736328,680046.4003956493,20061.14652916672,0.029499673136267165,1,79.8991104877312,56,0.10736477682028726,False,False,False,False,False,False,False
N234,mlp_neuron,238,1.0,12769,0,0.0,-1.0309758608913547e-05,1.4838756108209974e-06,3.6907886892677415e-07,0.8282089233398438,8389.149545352566,117.86559626988756,0.014049766979679475,1,47.534942845208725,1,0.0716678866594615,False,False,False,False,False,False,False
N235,mlp_neuron,239,1.0,12769,0,0.0,-7.876047800555396e-05,9.542951653883129e-06,2.378994880958506e-06,1.152679443359375,18741.82824029089,77.82897317979376,0.0041526884240929195,1,28.184565054230642,20,0.03258984208749942,False,False,False,False,False,False,False
N236,mlp_neuron,240,1.0,12769,0,0.0,1.2027419525467709e-06,1.8589815057175395e-05,4.909406179414242e-06,3.4157485961914062,278767.35996170086,8802.715121129058,0.0315772805049287,1,90.09303970345208,3,0.10792761779751459,False,False,False,False,False,False,False
N237,mlp_neuron,241,1.0,12769,0,0.0,-1.5316558229002113e-05,3.8008792884488445e-05,9.704060857265728e-06,4.867828369140625,687428.1413349138,25321.20530181545,0.036834694100017946,1,97.509973001607,56,0.12519500334687164,False,True,True,True,True,True,True
N238,mlp_neuron,242,1.0,12769,0,0.0,-6.421172346467922e-05,2.010549503998163e-05,4.899855803764874e-06,3.5232315063476562,178773.76291516345,4780.104521825236,0.026738288907045157,1,58.15436904167963,56,0.12095880151838675,False,False,False,False,False,False,False
N239,mlp_neuron,243,1.0,12769,0,0.0,8.162015177310051e-05,2.031550051643737e-05,5.2525836990064296e-06,4.334388732910156,467613.76434148673,13101.033398474296,0.02801678307507419,1,78.93298788172238,56,0.1047222141763577,False,False,False,False,False,False,False
N240,mlp_neuron,244,1.0,12769,0,0.0,3.546914767501544e-05,3.7203914885837523e-06,9.404253260822265e-07,1.4787635803222656,9290.52050009884,30.67374835699442,0.003301617854098496,1,25.835367765123554,5,0.02816523108820045,False,False,False,False,False,False,False
N241,mlp_neuron,245,1.0,12769,0,0.0,1.795873870440558e-05,4.986015057178058e-06,1.273127474546919e-06,1.5209121704101562,35011.09378689971,381.27225971151927,0.010890041368949803,1,35.37985835367483,1,0.06715347148752716,False,False,False,False,False,False,False
N242,mlp_neuron,246,1.0,12769,0,0.0,-1.5567429534632006e-05,1.0598181176702261e-05,2.8451093693628495e-06,1.233489990234375,27851.75669847674,635.5345306079544,0.02281847200836394,1,59.73235512987333,1,0.09986675661532647,False,True,False,False,False,False,False
N243,mlp_neuron,247,1.0,12769,0,0.0,2.881660431606689e-06,1.3193818625751778e-06,3.3231418540393887e-07,0.7403125762939453,2472.5249489121256,4.407119558896215,0.0017824368408639445,1,14.870564111417378,20,0.023176499062978445,False,False,False,False,False,False,False
N244,mlp_neuron,248,0.9999216853316626,12768,1,7.831466833740919e-05,-8.740677432871155e-05,3.327158874148904e-05,8.252775892889212e-06,2.962848663330078,221937.35341181766,4109.263437054758,0.018515420562981035,1,51.70468712362027,56,0.09062770397434342,False,False,False,False,False,False,False
N245,mlp_neuron,249,1.0,12769,0,0.0,2.603065984920546e-05,2.244942956079619e-06,5.583747592181394e-07,0.8045063018798828,9067.76169134902,107.03048835337859,0.01180340772028555,1,57.66761058967874,3,0.05457765897890664,False,False,False,False,False,False,False
N246,mlp_neuron,250,1.0,12769,0,0.0,-2.9243458773201263e-05,4.03886572835891e-06,9.877402585148853e-07,1.6227874755859375,17707.071126573835,63.68790027845608,0.003596749559721181,1,21.689970233365816,48,0.03351402518737326,False,False,False,False,False,False,False
N247,mlp_neuron,251,1.0,12769,0,0.0,-2.9323491692995717e-06,1.7045209301810925e-06,4.3251350789541776e-07,1.4844131469726562,15828.210065211342,97.27247149388688,0.006145513048735752,1,32.57736415231833,3,0.04069325030920082,False,False,False,False,False,False,False
N248,mlp_neuron,252,0.9999216853316626,12768,1,-7.831466833740919e-05,6.609864934752616e-05,4.550284791339965e-05,1.2509349274222168e-05,3.7367172241210938,432878.7734823498,13960.290920104291,0.032249885592215366,1,90.72411945473557,3,0.10949494034088084,False,True,True,True,True,True,True
N249,mlp_neuron,253,1.0,12769,0,0.0,1.8471255339617878e-05,2.185715190938313e-06,5.52309983006253e-07,0.7704391479492188,7202.192068805045,14.472539333199178,0.0020094631183031468,5,9.981158971555942,3,0.03924067783868748,False,False,False,False,False,False,False
N250,mlp_neuron,254,1.0,12769,0,0.0,6.761222066095618e-05,1.5376278758136318e-05,3.8342696458779486e-06,3.953134536743164,266071.60759461747,4468.052487116027,0.016792669189729863,1,54.56460720676439,56,0.07577523292865435,False,False,False,False,False,False,False
N251,mlp_neuron,255,1.0,12769,0,0.0,5.156087840307378e-06,9.114639150290153e-06,2.3344933439476214e-06,1.8077640533447266,36686.41848091851,167.13096024148697,0.0045556630263162865,1,25.26647115388514,20,0.03948283547239232,False,False,False,False,False,False,False
N252,mlp_neuron,256,1.0,12769,0,0.0,4.269215230457693e-06,2.858661534845149e-06,7.233731310495167e-07,2.1815948486328125,41372.040012460915,222.59703428001512,0.005380373658465252,1,28.07384250670924,3,0.0389028961408246,False,False,False,False,False,False,False
N253,mlp_neuron,257,1.0,12769,0,0.0,1.9939342336300868e-05,6.38533079620321e-05,1.83794742663032e-05,4.833553314208984,480924.29645118973,13671.861259031979,0.028428302250309727,1,77.23540944893256,48,0.1039991670018958,False,False,False,False,False,False,False
N254,mlp_neuron,258,1.0,12769,0,0.0,-3.346942261668205e-05,3.277695254512202e-05,8.711904557833339e-06,5.161258697509766,672803.0830453987,21074.595916912305,0.03132357215356318,1,86.59825000061518,17,0.10805693315761056,False,False,False,False,False,False,False
N255,mlp_neuron,259,1.0,12769,0,0.0,1.788907776864297e-05,7.974961573654584e-06,1.979993672697965e-06,1.6926803588867188,70836.57475105507,770.3168203271287,0.010874563359878651,1,39.959495614194495,56,0.07116587704432312,False,False,False,False,False,False,False
N256,mlp_neuron,260,1.0,12769,0,0.0,0.00021910986732575299,7.044033684139058e-05,1.8393143258617935e-05,3.6626663208007812,429747.20691171975,11639.161681248013,0.027083740147818978,1,76.46963369551322,48,0.10333194207367095,False,False,False,False,False,False,False
N257,mlp_neuron,261,1.0,12769,0,0.0,7.201038492432002e-05,1.9827162580076448e-05,5.020189288006057e-06,2.3940086364746094,160537.0055803688,4664.241285663196,0.029053994552851937,1,66.21117559994912,1,0.11226732192951928,False,True,True,True,False,False,False
N258,mlp_neuron,262,1.0,12769,0,0.0,-1.0067722869058987e-05,7.471001057472193e-06,1.8652961291314424e-06,2.04986572265625,48077.3235996654,189.29157143049898,0.003937231885175413,1,21.076852481715928,17,0.039439228781786094,False,False,False,False,False,False,False
N259,mlp_neuron,263,1.0,12769,0,0.0,1.0677337957215116e-05,4.85021935545007e-06,1.2312425427361355e-06,1.6842422485351562,22117.580238654402,24.11635992935069,0.0010903706313768928,1,10.17690215995224,56,0.02037368615317309,False,False,False,False,False,False,False
N260,mlp_neuron,264,1.0,12769,0,0.0,-6.991640038984492e-05,5.497818475452564e-06,1.4230705994046708e-06,1.3103256225585938,16696.965157724517,117.4199645598404,0.0070324135823879586,1,20.90482142184955,56,0.06632404056877833,False,False,False,False,False,False,False
N261,mlp_neuron,265,1.0,12769,0,0.0,2.4804125693207377e-06,1.1294874286708605e-06,2.820358607306103e-07,0.69342041015625,3968.8525524347015,2.1413752642347292,0.0005395451798583693,1,7.687870738712213,17,0.012565300774168517,False,False,False,False,False,False,False
N262,mlp_neuron,266,1.0,12769,0,0.0,2.665345433690335e-05,1.8858402683616674e-05,4.748190838541855e-06,3.5269784927368164,108570.62033814486,437.63268341096006,0.004030857353931905,1,21.292975270027277,48,0.0344600544638297,False,False,False,False,False,False,False
N263,mlp_neuron,267,1.0,12769,0,0.0,8.852021191217566e-06,6.071985036455665e-06,1.5233282565278513e-06,1.5169258117675781,18075.95958017587,28.89998468213226,0.0015988077730505236,1,11.202016236705324,48,0.024432165989653136,False,False,False,False,False,False,False
N264,mlp_neuron,268,1.0,12769,0,0.0,2.591848769675927e-05,8.410513848640157e-07,2.1286108720708395e-07,0.544647216796875,3213.149556522951,14.318243200321385,0.004456139668710473,1,19.988575066641953,3,0.06290204781662506,False,False,False,False,False,False,False
N265,mlp_neuron,269,1.0,12769,0,0.0,-1.8516758477430057e-05,5.1609992033596425e-06,1.2615222027099993e-06,2.4840545654296875,39995.81052361062,516.4741418986652,0.012913206036761684,1,59.294761830570515,3,0.055357292163943445,False,False,False,False,False,False,False
N266,mlp_neuron,270,1.0,12769,0,0.0,-3.8038139783345276e-06,4.369052879026418e-06,1.1150156455635296e-06,2.423267364501953,52825.127218667454,122.505376720657,0.002319073955346118,1,13.568763119988374,17,0.031106478512224967,False,False,False,False,False,False,False
N267,mlp_neuron,271,1.0,12769,0,0.0,3.2951138996891284e-05,2.90856656546012e-06,7.334393646114631e-07,1.3010406494140625,13153.77025068943,42.74720693259159,0.003249806414275107,1,14.721051568701993,1,0.043589373444506405,False,False,False,False,False,False,False
N268,mlp_neuron,272,0.9998433706633253,12767,2,-0.00015662933667470735,0.00015940368162569427,0.00012622459460824651,3.3673584676370084e-05,7.0928802490234375,1047742.8505806213,36568.15972781978,0.03490184610427552,1,85.64929020547338,56,0.12201517672612909,False,False,False,False,False,False,False
N269,mlp_neuron,273,1.0,12769,0,0.0,4.3953523641479574e-05,5.6311222790585175e-06,1.452519151462835e-06,1.5466461181640625,76083.52968698104,2252.3287109953394,0.029603367775677007,1,87.514397554998,3,0.10278883310048383,False,False,False,False,False,False,False
N270,mlp_neuron,274,0.9999216853316626,12768,1,0.0,-1.051295449965928e-05,4.792735312783033e-05,1.2570945300896218e-05,3.4905776977539062,229646.0879277067,6197.952608372007,0.026989149540065933,1,59.980966975799845,1,0.11049095691828319,False,False,False,False,False,False,False
N271,mlp_neuron,275,1.0,12769,0,0.0,1.1318269398489806e-05,2.497707341586261e-06,6.194277824202486e-07,1.852691650390625,30080.560755788123,81.0046341053685,0.002692923006423061,1,18.726318453567313,56,0.028176898931393645,False,True,True,False,False,False,False
N272,mlp_neuron,276,1.0,12769,0,0.0,-3.372992551778104e-05,1.2621906301495738e-05,3.3127440052039904e-06,2.628467559814453,112214.98125627312,1153.6230245694128,0.010280472461469329,1,27.857721892753144,48,0.07925723784399819,False,False,False,False,False,False,False
N273,mlp_neuron,277,1.0,12769,0,0.0,0.00021724837216786637,0.00011163087803786163,3.236831995115121e-05,4.703132629394531,685379.4363489662,25781.616888395405,0.03761656028919504,1,95.53361543151249,3,0.1208686736099471,False,False,False,False,False,False,False
N274,mlp_neuron,278,1.0,12769,0,0.0,2.3479718819498794e-05,6.276343126162985e-05,1.7701189478115305e-05,6.339466094970703,1329935.5874723583,42667.60769289592,0.03208246180853683,1,87.97238526557894,17,0.10944914226513679,False,False,False,False,False,False,False
N275,mlp_neuron,279,0.9999216853316626,12768,1,7.831466833740919e-05,-1.5854931690552224e-05,7.76304633158124e-06,1.908710039085035e-06,1.419891357421875,22518.6959758376,167.11285843910656,0.0074210717449366284,1,32.32369354315107,1,0.045073048515634644,False,False,False,False,False,False,False
N276,mlp_neuron,280,1.0,12769,0,0.0,1.996767019306388e-05,1.6873012285872954e-05,4.2867702314005215e-06,2.0005569458007812,124430.80019567435,4457.056518103452,0.0358195600373419,1,85.84116944265254,17,0.1346444775532993,False,False,False,False,False,False,False
N277,mlp_neuron,281,0.9999216853316626,12768,1,-7.831466833740919e-05,0.00017560925036281074,0.00017579988701072594,4.9451943260147106e-05,12.057395935058594,2432729.6488567144,83377.7271846593,0.03427332224270934,1,80.37749268085592,56,0.12366691669438912,False,False,False,False,False,False,False
N278,mlp_neuron,282,1.0,12769,0,0.0,0.00040828403147024684,0.0003450558781742016,0.00010793627196581949,12.529869079589844,3707213.94508541,111316.78861986543,0.03002707431208177,1,76.51488206350845,56,0.11221585295833075,False,False,False,False,False,False,False
N279,mlp_neuron,283,0.9999216853316626,12768,1,7.831466833740919e-05,5.556831479965464e-05,0.00011397781352526131,2.6679067784385706e-05,4.66168212890625,860152.689094995,29399.672660386357,0.03417959745184202,1,93.61427754865407,17,0.11239035263669847,False,False,False,False,False,False,False
N280,mlp_neuron,284,1.0,12769,0,0.0,3.5506793790734785e-05,3.510345440860794e-06,8.662627029840276e-07,1.1530532836914062,15699.920627712045,112.43109079759279,0.007161252178507186,1,37.9894782798522,56,0.044901255005324096,False,False,False,False,False,False,False
N281,mlp_neuron,285,1.0,12769,0,0.0,0.0001926962769312104,6.020514330592276e-05,1.5507304720356816e-05,4.699756622314453,399379.1041324615,5264.2773664427905,0.013181153725801326,1,44.557251442011065,1,0.06958630377879738,False,False,False,False,False,False,False
N282,mlp_neuron,286,0.9997650559949879,12766,3,-7.831466833740919e-05,0.00022060056351721363,0.0003056363897884265,8.072120032803773e-05,12.091354370117188,3167392.473058212,106154.42820243987,0.0335147693585142,1,81.3527834214255,56,0.12148013301962093,False,True,True,True,True,True,True
N283,mlp_neuron,287,0.9996867413266505,12765,4,-0.00031325867334952573,0.0010917115540897357,0.0007651476087463326,0.00021977244082500087,14.88870620727539,4416069.472265123,141760.13563930386,0.03210097498004061,1,80.16474626542998,56,0.11690712543579719,False,True,True,True,True,True,True
N284,mlp_neuron,288,1.0,12769,0,0.0,1.4394087663805073e-05,6.317687227222001e-06,1.662019215425784e-06,2.5521163940429688,27667.772805244196,124.7453130679401,0.004508686475996206,1,21.445212204209287,17,0.048960317009252526,False,False,False,False,False,False,False
N285,mlp_neuron,289,1.0,12769,0,0.0,7.859242219944982e-05,1.499711415354812e-05,3.7822880115733634e-06,2.577878952026367,67819.0932964723,650.2197911384383,0.009587562433133565,1,34.33797776145099,48,0.0625852623500238,False,False,False,False,False,False,False
N286,mlp_neuron,290,1.0,12769,0,0.0,-5.386452146434462e-07,7.311505993216693e-07,1.8559408257023348e-07,0.7017288208007812,7738.047450727853,21.854284219907182,0.0028242634022425817,1,17.07718220424168,56,0.03392293216605529,False,True,True,False,False,False,False
N287,mlp_neuron,291,1.0,12769,0,0.0,-1.6476898774086916e-05,4.7288609693916425e-06,1.1313744960070762e-06,2.1097869873046875,48745.82915596648,146.13842666544326,0.002997967809673742,1,17.812195990392517,56,0.03213873355744964,False,False,False,False,False,False,False
N288,mlp_neuron,292,1.0,12769,0,0.0,0.00016013407630752793,6.789971089899132e-05,1.858474311236376e-05,3.9415283203125,476548.8558179722,14194.126548306878,0.02978524945557444,1,66.2076282647302,1,0.11620588057858018,False,True,True,True,True,True,True
N289,mlp_neuron,293,0.9999216853316626,12768,1,-7.831466833740919e-05,0.0004883685852375729,0.0002564573728743535,7.411558854599179e-05,8.82009506225586,2768621.052379557,83319.57354975563,0.030094249799243796,1,81.52359208546079,56,0.10901924002280859,False,False,False,False,False,False,False
N290,mlp_neuron,294,1.0,12769,0,0.0,1.4723672876763329e-05,3.189196699373805e-06,8.09215944589874e-07,1.1710777282714844,16053.046612285358,182.0002634148815,0.011337428203540948,1,33.42179434480065,17,0.07023197333634082,False,True,True,True,True,True,False
N291,mlp_neuron,295,0.9999216853316626,12768,1,-7.831466833740919e-05,0.00020963139918209997,7.95408226319718e-05,2.2062734190140165e-05,5.433685302734375,609985.5203656123,17924.178298295046,0.029384596354929335,1,79.62169379372963,56,0.11139012599209332,False,False,False,False,False,False,False
N292,mlp_neuron,296,1.0,12769,0,0.0,4.2606212096493734e-05,4.26571140462026e-06,1.052367946039915e-06,2.1532325744628906,27976.25697164524,40.606907871115276,0.0014514775122444568,1,15.456084014903697,17,0.02003293730578912,False,False,False,False,False,False,False
N293,mlp_neuron,297,0.9999216853316626,12768,1,7.831466833740919e-05,-3.595835020732733e-05,1.3992781614205922e-05,3.5803912729812654e-06,2.369335174560547,181691.06947953877,4395.986374429837,0.024194840104262216,1,73.48557029257674,3,0.09412440492631072,False,False,False,False,False,False,False
N294,mlp_neuron,298,1.0,12769,0,0.0,0.00029549015247550144,0.00021040105047158344,5.999847220698969e-05,6.351978302001953,1230859.4135389933,47095.14847054488,0.03826200454131143,1,87.57178049139736,17,0.1372382925523783,False,False,False,False,False,False,False
N295,mlp_neuron,299,1.0,12769,0,0.0,8.880738646648728e-05,0.00020926206652925172,6.075762188568616e-05,13.596084594726562,2646341.172290775,87816.83245760205,0.03318424448710988,1,78.37896233748751,56,0.12159345057390906,False,False,False,False,False,False,False
N296,mlp_neuron,300,1.0,12769,0,0.0,8.592229318598156e-06,1.5719731335151532e-06,3.9816814427996336e-07,1.6976318359375,14381.518641637958,31.352673375508658,0.002180066942633939,1,15.034711583976172,56,0.026866239334353285,False,False,False,False,False,False,False
N297,mlp_neuron,301,1.0,12769,0,0.0,4.988929145123772e-05,2.4572948076290077e-05,6.423011805732475e-06,3.0594558715820312,98610.53396857381,821.8123286462067,0.008333920277808353,1,34.00195474748686,1,0.05333872894859274,False,True,True,True,True,True,True
N298,mlp_neuron,302,1.0,12769,0,0.0,3.571218073509944e-06,4.422959107713994e-06,1.138386767520842e-06,0.9537200927734375,25089.112413880906,466.9374499380764,0.018611158586851268,1,66.16424766029762,1,0.07695914191175082,False,True,True,True,False,False,False
N299,mlp_neuron,303,1.0,12769,0,0.0,1.1668834732213524e-05,6.344083340228197e-06,1.69586071003245e-06,1.8045234680175781,40968.36168970216,94.23515130556729,0.0023001933057346133,1,13.145317446431928,17,0.030700787614701935,False,False,False,False,False,False,False
N300,mlp_neuron,304,1.0,12769,0,0.0,4.9638416437854105e-05,1.5021588439242864e-05,4.055071098958673e-06,2.415081024169922,141465.7339305509,3038.7296327653744,0.021480322819780257,1,58.756381448104804,1,0.09621518561309739,False,False,False,False,False,False,False
N301,mlp_neuron,305,1.0,12769,0,0.0,-2.2105178423580726e-06,2.5554901202138615e-06,6.3408948013942e-07,1.5890922546386719,31222.667148022185,367.42586728370134,0.011767920579679757,1,49.7577546947252,3,0.056334953409265004,False,False,False,False,False,False,False
N302,mlp_neuron,306,1.0,12769,0,0.0,6.23098951413974e-05,1.488529223758579e-05,3.869237379480544e-06,3.0364913940429688,81984.96080004677,311.30872060978265,0.003797144227086159,1,18.880803096255224,3,0.03721877598591175,False,False,False,False,False,False,False
N303,mlp_neuron,307,1.0,12769,0,0.0,4.427856821901939e-05,2.394736118491333e-05,6.313135859460157e-06,4.548002243041992,435615.7385186293,13715.513348356104,0.031485348520688385,1,79.95666129653038,17,0.1109690885283283,False,False,False,False,False,False,False
N304,mlp_neuron,308,1.0,12769,0,0.0,2.7955221295704064e-05,4.955071900812303e-06,1.280648329871202e-06,2.0104217529296875,77253.51190611298,1643.924845006681,0.02127961311331141,1,63.10072383802003,48,0.09303829964147382,False,False,False,False,False,False,False
N305,mlp_neuron,309,1.0,12769,0,0.0,-3.7839011101306955e-05,6.447358509826691e-06,1.627433883352523e-06,1.975311279296875,36262.39715716494,325.4792878183269,0.008975669380258188,1,26.26980493779898,48,0.0744732166236657,False,True,False,True,False,False,False
N306,mlp_neuron,310,1.0,12769,0,0.0,4.099714128111493e-06,2.5058047036605595e-06,6.284048452012981e-07,0.704071044921875,4573.134295886248,11.376248419859433,0.0024876261408052045,1,19.081235018228988,17,0.028100914867185887,False,False,False,False,False,False,False
N307,mlp_neuron,311,1.0,12769,0,0.0,-1.6200390689611807e-05,1.7018998589787757e-06,4.2893866324839447e-07,1.6776161193847656,28809.403991364503,85.08915537032215,0.0029535201559819585,1,21.73126095727295,3,0.02823442556286038,False,True,True,True,True,True,False
N308,mlp_neuron,312,1.0,12769,0,0.0,0.00020454969084357272,0.00017751612557103614,5.434121339060984e-05,5.86370849609375,1161590.5581150744,39778.15933159745,0.03424456152273302,1,96.68699878109578,48,0.1124058678706039,False,True,True,False,False,False,False
